Name,Link,Rating,Reviews
فست فود کلبه,https://www.google.com/maps/place/%D9%81%D8%B3%D8%AA+%D9%81%D9%88%D8%AF+%DA%A9%D9%84%D8%A8%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3f00f175a2f1bd77:0x202928c153818a15!8m2!3d30.4261465!4d55.9718479!16s%2Fg%2F11h2gfm89k!19sChIJd73xonXxAD8RFYqBU8EoKSA?authuser=0&hl=en&rclk=1,5.0,2.0
چلوکباب سماق,https://www.google.com/maps/place/%DA%86%D9%84%D9%88%DA%A9%D8%A8%D8%A7%D8%A8+%D8%B3%D9%85%D8%A7%D9%82%E2%80%AD/data=!4m7!3m6!1s0x3f00f151fb20c859:0x73dce35e6d826757!8m2!3d30.4240815!4d55.9775661!16s%2Fg%2F11vcxqgkjl!19sChIJWcgg-1HxAD8RV2eCbV7j3HM?authuser=0&hl=en&rclk=1,No Rating,No Reviews
Sirin fast food,https://www.google.com/maps/place/Sirin+fast+food/data=!4m7!3m6!1s0x3f00f7b98d32cf53:0xb259765519d8701b!8m2!3d30.3944439!4d55.9958476!16s%2Fg%2F11tssy4y7n!19sChIJU88yjbn3AD8RG3DYGVV2WbI?authuser=0&hl=en&rclk=1,4.3,6.0
kondez fastfood,https://www.google.com/maps/place/kondez+fastfood/data=!4m7!3m6!1s0x3f00f7462d03b88d:0xe8d4fcf1f703cf20!8m2!3d30.4060914!4d56.005638!16s%2Fg%2F11f3txcwy9!19sChIJjbgDLUb3AD8RIM8D9_H81Og?authuser=0&hl=en&rclk=1,3.3,3.0
ساندویچی هیوا,https://www.google.com/maps/place/%D8%B3%D8%A7%D9%86%D8%AF%D9%88%DB%8C%DA%86%DB%8C+%D9%87%DB%8C%D9%88%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x3f00f79542c3475f:0xfc897598bce298e4!8m2!3d30.4038989!4d55.9863294!16s%2Fg%2F11v0q4hkmp!19sChIJX0fDQpX3AD8R5JjivJh1ifw?authuser=0&hl=en&rclk=1,No Rating,No Reviews
کبابی تیکران,https://www.google.com/maps/place/%DA%A9%D8%A8%D8%A7%D8%A8%DB%8C+%D8%AA%DB%8C%DA%A9%D8%B1%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3f00f76468064643:0xbc5b01feffdc5c5c!8m2!3d30.3879996!4d56.0035808!16s%2Fg%2F11gmwnlmjr!19sChIJQ0YGaGT3AD8RXFzc__4BW7w?authuser=0&hl=en&rclk=1,No Rating,No Reviews
Shams Restaurant,https://www.google.com/maps/place/Shams+Restaurant/data=!4m7!3m6!1s0x3f00f0d6ddfad49f:0xcaaa0054174d6cb3!8m2!3d30.4175948!4d55.9844777!16s%2Fg%2F11d_z3zvx4!19sChIJn9T63dbwAD8Rs2xNF1QAqso?authuser=0&hl=en&rclk=1,No Rating,No Reviews
Khan Daei Restaurant,https://www.google.com/maps/place/Khan+Daei+Restaurant/data=!4m7!3m6!1s0x3f00f14941a1afa7:0x90a40c5e8f813616!8m2!3d30.4177338!4d55.993506!16s%2Fg%2F11fj6kztm2!19sChIJp6-hQUnxAD8RFjaBj14MpJA?authuser=0&hl=en&rclk=1,No Rating,No Reviews
کافه قرمز,https://www.google.com/maps/place/%DA%A9%D8%A7%D9%81%D9%87+%D9%82%D8%B1%D9%85%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3f00f71cca37f425:0x4b8431e596818ed2!8m2!3d30.4076372!4d55.9807447!16s%2Fg%2F11tg57024h!19sChIJJfQ3yhz3AD8R0o6BluUxhEs?authuser=0&hl=en&rclk=1,4.5,2.0
Zima cafe,https://www.google.com/maps/place/Zima+cafe/data=!4m7!3m6!1s0x3f00f7765c7082b9:0xa417b1f899fd71a7!8m2!3d30.4084787!4d55.9889553!16s%2Fg%2F11p55qsk4f!19sChIJuYJwXHb3AD8Rp3H9mfixF6Q?authuser=0&hl=en&rclk=1,No Rating,No Reviews
کبابی و جگرسرای هزار و یکشب,https://www.google.com/maps/place/%DA%A9%D8%A8%D8%A7%D8%A8%DB%8C+%D9%88+%D8%AC%DA%AF%D8%B1%D8%B3%D8%B1%D8%A7%DB%8C+%D9%87%D8%B2%D8%A7%D8%B1+%D9%88+%DB%8C%DA%A9%D8%B4%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x3f00f757fed5b9a3:0x91ff1ca10fc0a0e8!8m2!3d30.3928396!4d55.9983531!16s%2Fg%2F11l2kznf49!19sChIJo7nV_lf3AD8R6KDAD6Ec_5E?authuser=0&hl=en&rclk=1,No Rating,No Reviews
Olca doner اُلکا دونر,https://www.google.com/maps/place/Olca+doner+%D8%A7%D9%8F%D9%84%DA%A9%D8%A7+%D8%AF%D9%88%D9%86%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3f00f75eb67a5e3b:0xa5c8d9dce1a68596!8m2!3d30.3951923!4d56.0054479!16s%2Fg%2F11rq957n9r!19sChIJO156tl73AD8RloWm4dzZyKU?authuser=0&hl=en&rclk=1,5.0,3.0
کافه باران,https://www.google.com/maps/place/%DA%A9%D8%A7%D9%81%D9%87+%D8%A8%D8%A7%D8%B1%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3f00f14da893b7c9:0x9e38151453b79218!8m2!3d30.4104192!4d55.9711019!16s%2Fg%2F11kqr8dp0_!19sChIJybeTqE3xAD8RGJK3UxQVOJ4?authuser=0&hl=en&rclk=1,No Rating,No Reviews
Hall and Castle Garden Restaurant Artemis,https://www.google.com/maps/place/Hall+and+Castle+Garden+Restaurant+Artemis/data=!4m7!3m6!1s0x3f00f6ccf1da93e3:0x5d596e80845f6aa0!8m2!3d30.4030682!4d55.9655067!16s%2Fg%2F11g6y_py67!19sChIJ45Pa8cz2AD8RoGpfhIBuWV0?authuser=0&hl=en&rclk=1,No Rating,No Reviews
Chukouch,https://www.google.com/maps/place/Chukouch/data=!4m7!3m6!1s0x3f00f1ed2bf92947:0x40a85936a20564c0!8m2!3d30.4110566!4d55.9790594!16s%2Fg%2F11nyc32bqf!19sChIJRyn5K-3xAD8RwGQFojZZqEA?authuser=0&hl=en&rclk=1,No Rating,No Reviews
کافه تک,https://www.google.com/maps/place/%DA%A9%D8%A7%D9%81%D9%87+%D8%AA%DA%A9%E2%80%AD/data=!4m7!3m6!1s0x3f00f7ca31483f77:0xed8cc03a75e8ddba!8m2!3d30.3897419!4d56.0106622!16s%2Fg%2F11kq_1vvrr!19sChIJdz9IMcr3AD8Rut3odTrAjO0?authuser=0&hl=en&rclk=1,No Rating,No Reviews
کبابی جگرکی آدانا,https://www.google.com/maps/place/%DA%A9%D8%A8%D8%A7%D8%A8%DB%8C+%D8%AC%DA%AF%D8%B1%DA%A9%DB%8C+%D8%A2%D8%AF%D8%A7%D9%86%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x3f00f10040f593df:0xa000e88481ef6f9d!8m2!3d30.4260424!4d55.9715879!16s%2Fg%2F11wxglxvhl!19sChIJ35P1QADxAD8RnW_vgYToAKA?authuser=0&hl=en&rclk=1,No Rating,No Reviews
رستوران وبیرون بر سرو شعبه 3,https://www.google.com/maps/place/%D8%B1%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%86+%D9%88%D8%A8%DB%8C%D8%B1%D9%88%D9%86+%D8%A8%D8%B1+%D8%B3%D8%B1%D9%88+%D8%B4%D8%B9%D8%A8%D9%87+3%E2%80%AD/data=!4m7!3m6!1s0x3f00f78556961673:0x2c2521ced1d56c68!8m2!3d30.3963728!4d55.9750367!16s%2Fg%2F11f5lh8408!19sChIJcxaWVoX3AD8RaGzV0c4hJSw?authuser=0&hl=en&rclk=1,No Rating,No Reviews
مغازه طیبه امینی رنجبر,https://www.google.com/maps/place/%D9%85%D8%BA%D8%A7%D8%B2%D9%87+%D8%B7%DB%8C%D8%A8%D9%87+%D8%A7%D9%85%DB%8C%D9%86%DB%8C+%D8%B1%D9%86%D8%AC%D8%A8%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3f00f700217cb311:0x281f29a780953497!8m2!3d30.3968135!4d55.9827162!16s%2Fg%2F11ldgwvnv4!19sChIJEbN8IQD3AD8RlzSVgKcpHyg?authuser=0&hl=en&rclk=1,No Rating,No Reviews
خانه برگر,https://www.google.com/maps/place/%D8%AE%D8%A7%D9%86%D9%87+%D8%A8%D8%B1%DA%AF%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3f00f1b56e57dbdf:0xd134dffa57aa431c!8m2!3d30.4121136!4d55.9803776!16s%2Fg%2F11h4_dfxq0!19sChIJ39tXbrXxAD8RHEOqV_rfNNE?authuser=0&hl=en&rclk=1,No Rating,No Reviews
صبحانه جانانه,https://www.google.com/maps/place/%D8%B5%D8%A8%D8%AD%D8%A7%D9%86%D9%87+%D8%AC%D8%A7%D9%86%D8%A7%D9%86%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3f00f796c66d5fbf:0x6f09b307484397c5!8m2!3d30.3877949!4d56.0053364!16s%2Fg%2F11hd_zw1wp!19sChIJv19txpb3AD8RxZdDSAezCW8?authuser=0&hl=en&rclk=1,No Rating,No Reviews
Tirano Fast Food,https://www.google.com/maps/place/Tirano+Fast+Food/data=!4m7!3m6!1s0x3f00f12656c244d5:0xdac5fc77dc88d7ec!8m2!3d30.4200937!4d55.9740268!16s%2Fg%2F11q1qc4g6k!19sChIJ1UTCVibxAD8R7NeI3Hf8xdo?authuser=0&hl=en&rclk=1,No Rating,No Reviews
شیرینی حاج خانوم شعبه ۳,https://www.google.com/maps/place/%D8%B4%DB%8C%D8%B1%DB%8C%D9%86%DB%8C+%D8%AD%D8%A7%D8%AC+%D8%AE%D8%A7%D9%86%D9%88%D9%85+%D8%B4%D8%B9%D8%A8%D9%87+%DB%B3%E2%80%AD/data=!4m7!3m6!1s0x3f00f7a83aea8fcb:0x8463d9a03f7b42fc!8m2!3d30.3940954!4d55.9710023!16s%2Fg%2F11v10lbs6n!19sChIJy4_qOqj3AD8R_EJ7P6DZY4Q?authuser=0&hl=en&rclk=1,No Rating,No Reviews
رستوران لکسون,https://www.google.com/maps/place/%D8%B1%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%86+%D9%84%DA%A9%D8%B3%D9%88%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3f00f744519e19af:0x117bac67e8f29df6!8m2!3d30.3962045!4d55.9657618!16s%2Fg%2F11q3tjfbbf!19sChIJrxmeUUT3AD8R9p3y6GesexE?authuser=0&hl=en&rclk=1,No Rating,No Reviews
غذا برون بر و آشپزخانه بمانادی,https://www.google.com/maps/place/%D8%BA%D8%B0%D8%A7+%D8%A8%D8%B1%D9%88%D9%86+%D8%A8%D8%B1+%D9%88+%D8%A2%D8%B4%D9%BE%D8%B2%D8%AE%D8%A7%D9%86%D9%87+%D8%A8%D9%85%D8%A7%D9%86%D8%A7%D8%AF%DB%8C%E2%80%AD/data=!4m7!3m6!1s0x3f00f6e4d71b12c5:0x3f0a295dab64010c!8m2!3d30.3768784!4d55.9722062!16s%2Fg%2F11f1272pdv!19sChIJxRIb1-T2AD8RDAFkq10pCj8?authuser=0&hl=en&rclk=1,No Rating,No Reviews
رستوران و ساندویچی نارنج,https://www.google.com/maps/place/%D8%B1%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%86+%D9%88+%D8%B3%D8%A7%D9%86%D8%AF%D9%88%DB%8C%DA%86%DB%8C+%D9%86%D8%A7%D8%B1%D9%86%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3f00f5005ef7fc49:0xbd94b915c4b3ed22!8m2!3d30.3678966!4d55.929987!16s%2Fg%2F11lnwwwclr!19sChIJSfz3XgD1AD8RIu2zxBW5lL0?authuser=0&hl=en&rclk=1,No Rating,No Reviews
Tabeta Pizza,https://www.google.com/maps/place/Tabeta+Pizza/data=!4m7!3m6!1s0x3f00f71454187bcf:0xa01acf5f372088ef!8m2!3d30.3918472!4d55.9996391!16s%2Fg%2F11c6yh635n!19sChIJz3sYVBT3AD8R74ggN1_PGqA?authuser=0&hl=en&rclk=1,No Rating,No Reviews
Mazzeh Sandwich,https://www.google.com/maps/place/Mazzeh+Sandwich/data=!4m7!3m6!1s0x3f00f7dec4d994f7:0x19627ded919ae3b5!8m2!3d30.4104764!4d56.0039814!16s%2Fg%2F11h_wmrz9b!19sChIJ95TZxN73AD8RteOake19Yhk?authuser=0&hl=en&rclk=1,No Rating,No Reviews
کول کاپ,https://www.google.com/maps/place/%DA%A9%D9%88%D9%84+%DA%A9%D8%A7%D9%BE%E2%80%AD/data=!4m7!3m6!1s0x3f00f7d29505beaf:0x4dca96cb8282dfb!8m2!3d30.3978271!4d55.9892171!16s%2Fg%2F11ryfq0xg1!19sChIJr74FldL3AD8R-y0ouGyp3AQ?authuser=0&hl=en&rclk=1,No Rating,No Reviews
Madar Restaurant,https://www.google.com/maps/place/Madar+Restaurant/data=!4m7!3m6!1s0x3f00f7369b0ebaf7:0xf4612019bb0df417!8m2!3d30.4093195!4d55.9990676!16s%2Fg%2F11g8ykfkjg!19sChIJ97oOmzb3AD8RF_QNuxkgYfQ?authuser=0&hl=en&rclk=1,No Rating,No Reviews
رستوران اردیبهشت,https://www.google.com/maps/place/%D8%B1%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%86+%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3f00f7001615575d:0xe8d2d57b2291659c!8m2!3d30.4083946!4d55.9935164!16s%2Fg%2F11ldkvz9z8!19sChIJXVcVFgD3AD8RnGWRInvV0ug?authuser=0&hl=en&rclk=1,No Rating,No Reviews
قهوه,https://www.google.com/maps/place/%D9%82%D9%87%D9%88%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3f00f7895377510d:0xd4c6ea1ff96c2065!8m2!3d30.3918739!4d55.9757288!16s%2Fg%2F11q46l_lhf!19sChIJDVF3U4n3AD8RZSBs-R_qxtQ?authuser=0&hl=en&rclk=1,No Rating,No Reviews
فست فود هانی,https://www.google.com/maps/place/%D9%81%D8%B3%D8%AA+%D9%81%D9%88%D8%AF+%D9%87%D8%A7%D9%86%DB%8C%E2%80%AD/data=!4m7!3m6!1s0x3f00f72723c2dbd3:0x38c487a58735ccf1!8m2!3d30.3994823!4d55.9798053!16s%2Fg%2F11t42mfvgr!19sChIJ09vCIyf3AD8R8cw1h6WHxDg?authuser=0&hl=en&rclk=1,No Rating,No Reviews
جعبه سوخاری,https://www.google.com/maps/place/%D8%AC%D8%B9%D8%A8%D9%87+%D8%B3%D9%88%D8%AE%D8%A7%D8%B1%DB%8C%E2%80%AD/data=!4m7!3m6!1s0x3f00f723b591b91b:0x58d14b929664231a!8m2!3d30.3981345!4d55.9914143!16s%2Fg%2F11swy6d64j!19sChIJG7mRtSP3AD8RGiNklpJL0Vg?authuser=0&hl=en&rclk=1,No Rating,No Reviews
کافه صبحانه پارسا,https://www.google.com/maps/place/%DA%A9%D8%A7%D9%81%D9%87+%D8%B5%D8%A8%D8%AD%D8%A7%D9%86%D9%87+%D9%BE%D8%A7%D8%B1%D8%B3%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x3f00f70051441119:0xa2fadd805e7faa58!8m2!3d30.3993223!4d55.9906093!16s%2Fg%2F11wtx202v5!19sChIJGRFEUQD3AD8RWKp_XoDd-qI?authuser=0&hl=en&rclk=1,No Rating,No Reviews
یوتاب فست فود,https://www.google.com/maps/place/%DB%8C%D9%88%D8%AA%D8%A7%D8%A8+%D9%81%D8%B3%D8%AA+%D9%81%D9%88%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x3f00f7001e94c897:0x2c43e159da9f1705!8m2!3d30.3927874!4d55.9696046!16s%2Fg%2F11wbfgkmrc!19sChIJl8iUHgD3AD8RBRef2lnhQyw?authuser=0&hl=en&rclk=1,No Rating,No Reviews
فست فود بهارستان,https://www.google.com/maps/place/%D9%81%D8%B3%D8%AA+%D9%81%D9%88%D8%AF+%D8%A8%D9%87%D8%A7%D8%B1%D8%B3%D8%AA%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3f00f71be850c407:0x667041a2bfe0ead1!8m2!3d30.3548893!4d56.002705!16s%2Fg%2F11h2gwbc10!19sChIJB8RQ6Bv3AD8R0ergv6JBcGY?authuser=0&hl=en&rclk=1,No Rating,No Reviews
باغ شیرینی روشان,https://www.google.com/maps/place/%D8%A8%D8%A7%D8%BA+%D8%B4%DB%8C%D8%B1%DB%8C%D9%86%DB%8C+%D8%B1%D9%88%D8%B4%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3f00f1005e2d49ad:0x46ea68b6ca01866!8m2!3d30.4108986!4d55.9791462!16s%2Fg%2F11y3d1mxwz!19sChIJrUktXgDxAD8RZhigbIumbgQ?authuser=0&hl=en&rclk=1,No Rating,No Reviews
مرخ سوخاری کنج,https://www.google.com/maps/place/%D9%85%D8%B1%D8%AE+%D8%B3%D9%88%D8%AE%D8%A7%D8%B1%DB%8C+%DA%A9%D9%86%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3f00f700085b1a1f:0xf36df22b8d4e2d7a!8m2!3d30.4009974!4d55.9894781!16s%2Fg%2F11w3nz0pbd!19sChIJHxpbCAD3AD8Rei1OjSvybfM?authuser=0&hl=en&rclk=1,No Rating,No Reviews
رستوران سرآشپز رفسنجان,https://www.google.com/maps/place/%D8%B1%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%86+%D8%B3%D8%B1%D8%A2%D8%B4%D9%BE%D8%B2+%D8%B1%D9%81%D8%B3%D9%86%D8%AC%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3f00f7000e4ebecb:0x3adf3e6ead0ca1f2!8m2!3d30.4105261!4d55.9925644!16s%2Fg%2F11vr56k1vl!19sChIJy75ODgD3AD8R8qEMrW4-3zo?authuser=0&hl=en&rclk=1,No Rating,No Reviews
